	sample1	sample2	sample3	sample4	sample5	sample6	sample7
K04150	7.4772E-09	2.34133E-07	0	5.57131E-09	2.51727E-09	6.8279E-07	0
K04151	2.999E-06	5.24675E-07	6.22819E-07	3.87843E-06	6.02487E-07	3.59263E-07	2.24247E-07
K04152	0	5.35152E-10	1.26028E-07	5.27353E-08	1.72204E-07	2.02741E-07	0
K04153	1.0302E-06	7.10685E-06	3.56584E-07	1.75933E-06	4.92375E-07	6.66916E-07	6.89418E-07
K04157	1.16026E-07	9.45096E-07	2.89556E-08	7.64483E-08	3.13377E-08	1.37148E-07	5.46134E-10
K04160	2.58413E-10	1.79467E-07	1.43703E-07	3.34455E-07	1.25866E-07	5.46799E-07	5.86108E-10
K04161	1.76216E-07	3.81881E-07	1.83422E-08	2.85653E-07	2.83844E-08	4.1226E-08	0
K04162	1.65818E-07	1.91655E-07	1.49225E-07	8.94524E-07	1.42267E-07	1.06607E-07	1.42797E-07
K04163	4.47645E-06	1.40141E-05	1.73625E-07	5.49151E-07	6.06885E-07	3.85226E-07	2.73103E-08
K04165	1.33317E-07	1.00975E-06	2.90216E-09	1.47279E-08	6.75862E-09	2.09308E-09	0
K04166	1.33445E-07	1.49281E-07	7.69682E-10	1.26135E-08	3.19929E-09	9.02685E-07	9.98732E-08
K04167	1.0705E-08	0	3.97674E-08	9.24585E-08	4.09301E-09	4.30982E-09	2.48603E-08
K04168	0	2.51897E-09	7.70556E-09	9.80798E-09	9.34702E-09	8.98412E-09	3.21664E-08
K04169	0	2.79765E-08	3.11125E-09	1.24478E-08	1.36113E-09	1.11067E-08	0
K04170	0	0	4.25871E-08	6.23794E-09	7.76656E-08	4.39316E-09	1.48743E-07
K04171	0	2.72841E-07	1.97446E-08	1.76552E-07	1.32274E-07	1.00795E-08	2.89111E-09
K04172	0	0	9.72016E-09	1.1757E-07	2.17027E-07	2.19022E-10	0
K04173	1.61387E-07	1.00639E-07	2.88412E-09	7.96756E-09	1.73449E-09	5.60078E-08	0
K04174	4.31084E-07	2.15626E-07	7.2202E-07	4.80398E-06	2.51789E-07	3.92578E-07	7.31773E-08
K04175	8.84844E-09	8.24403E-10	5.01115E-09	1.98834E-10	3.81982E-10	2.68274E-09	0
K04176	2.56703E-08	5.54086E-08	4.25998E-08	7.34751E-08	4.05401E-07	1.74354E-08	0
K04177	0	3.79191E-09	0	5.18138E-10	1.22166E-09	3.75922E-09	0
K04178	8.88879E-09	1.51253E-07	5.94308E-08	6.01999E-07	1.24935E-07	8.6482E-09	2.04114E-09
K04179	0	8.69712E-09	2.51771E-10	3.15907E-09	1.84064E-09	7.28994E-09	0
K04180	6.78678E-06	8.51423E-06	4.14321E-07	1.44868E-07	1.96256E-07	1.42332E-08	1.78009E-07
K04181	0	2.76874E-08	7.87087E-09	4.31778E-09	7.20496E-09	3.86763E-09	0
K04182	8.51581E-08	1.63212E-07	1.85412E-13	1.44982E-08	3.45597E-09	2.42529E-08	0
K04183	0	3.93875E-09	6.40601E-07	1.25145E-08	1.21358E-08	7.94893E-09	0
K04184	0	3.46129E-13	5.08466E-09	6.44383E-09	2.61966E-09	1.62083E-08	0
K04185	7.77289E-08	1.53681E-07	2.81383E-07	2.42995E-06	6.42935E-07	9.64603E-07	7.25821E-08
K04186	0	0	6.07088E-09	5.17537E-09	2.73384E-08	2.91892E-09	1.15555E-07
K04187	0	8.55464E-07	7.15031E-10	1.56556E-08	5.24835E-09	1.05903E-08	0
K04188	0	1.22527E-08	5.03931E-09	1.40152E-08	7.30728E-08	1.2916E-08	0
K04189	3.37733E-07	2.47967E-07	4.09885E-10	2.57905E-09	2.50827E-09	9.05709E-09	0
K04190	9.74052E-08	1.42787E-07	3.44039E-07	1.40429E-06	2.6629E-08	2.18277E-08	0
K04191	0	1.50209E-08	2.11781E-09	1.1499E-09	6.14144E-10	3.6725E-07	0
K04192	7.3373E-08	1.85317E-10	7.06099E-09	7.21597E-09	7.55794E-09	8.50966E-08	3.81315E-08
K04193	1.17339E-08	7.38026E-08	3.55528E-08	4.28651E-07	3.87475E-08	1.21188E-07	0
K04194	1.46768E-08	1.46589E-07	1.28738E-08	1.54973E-07	7.04894E-09	3.5329E-08	0
K04195	1.78967E-07	3.14735E-07	6.97981E-08	4.94812E-07	3.95551E-07	1.96364E-07	7.83217E-08
K04196	6.43553E-08	2.64002E-07	2.97547E-07	1.11373E-06	1.31303E-07	3.96332E-07	3.59844E-08
K04197	4.1995E-08	1.24104E-07	1.43637E-07	2.9449E-09	9.12404E-09	9.31784E-08	2.13624E-08
K04198	4.02724E-12	1.15739E-07	2.52019E-08	1.68193E-07	1.24148E-07	6.08218E-08	3.36654E-09
K04199	2.21559E-08	3.17153E-08	4.20372E-08	3.51407E-07	4.77562E-08	2.27391E-08	0
K04200	0	0	9.04397E-09	1.55238E-08	6.3097E-09	4.53669E-08	0
K04201	2.60394E-07	7.76046E-08	1.86191E-08	6.99224E-08	5.52116E-09	3.47111E-07	6.40325E-09
K04202	4.34619E-09	8.41218E-09	3.6636E-08	3.69026E-09	4.85211E-08	9.01447E-07	5.11702E-08
K04203	3.65658E-08	9.41529E-13	9.11652E-09	1.0801E-08	5.74257E-09	1.69252E-08	0
K04204	1.04805E-06	2.23715E-07	3.60387E-08	4.24172E-08	1.33954E-08	3.98156E-08	1.41543E-07
K04205	2.51191E-08	1.82845E-07	1.43307E-09	3.69012E-09	7.73745E-10	4.36655E-10	0
K04207	1.05411E-08	4.48896E-08	1.71386E-09	5.64684E-08	4.77685E-09	1.57019E-08	0
K04209	1.34123E-06	4.93193E-06	1.00382E-07	2.4217E-07	5.39895E-07	1.3711E-07	0
K04210	1.57923E-07	3.74987E-07	3.14969E-07	7.65402E-07	8.81772E-07	9.01858E-08	1.83968E-06
K04211	7.4158E-08	4.96387E-07	1.94683E-08	6.4078E-08	1.31682E-08	4.34355E-08	0
K04212	2.30005E-07	1.00715E-06	1.56143E-08	1.83776E-07	7.54672E-09	1.25861E-08	4.02309E-08
K04213	5.3144E-08	7.06842E-08	1.65118E-07	1.54505E-07	1.71484E-08	3.21527E-08	0
K04214	2.48963E-09	7.04403E-08	6.61909E-08	1.42597E-07	4.45219E-07	7.23337E-08	0
K04215	8.72387E-08	3.68228E-08	1.14263E-08	1.05327E-08	2.7143E-08	1.42278E-07	3.89982E-08
K04216	7.50376E-11	3.74643E-08	1.43214E-09	1.94897E-09	1.39398E-09	1.1046E-08	0
K04217	3.2023E-06	2.28179E-07	2.64391E-07	1.11344E-06	4.54076E-08	2.52961E-07	9.17258E-07
K04218	4.37079E-07	7.39293E-07	8.0676E-10	7.73679E-09	2.91499E-09	4.52031E-09	0
K04219	2.00308E-07	1.18472E-07	2.65885E-08	1.18294E-07	1.4464E-08	3.53301E-08	0
K04220	6.34954E-09	7.36223E-08	3.31249E-09	3.3509E-08	5.08344E-09	1.80812E-08	0
K04221	7.5229E-08	2.49125E-07	1.87572E-08	2.06315E-08	1.40371E-08	1.56085E-08	0
K04222	6.66952E-08	2.82274E-07	2.2472E-08	1.05663E-08	3.15644E-08	4.41981E-08	0
K04223	9.14628E-08	4.58107E-07	1.6096E-08	1.44095E-08	2.80217E-08	2.40619E-08	0
K04224	2.22649E-07	1.78056E-07	1.09972E-08	1.56839E-08	1.76181E-08	5.82036E-08	0
K04225	7.81354E-07	4.34643E-06	8.72713E-08	1.94139E-07	2.34217E-08	1.53758E-07	0
K04226	6.30624E-08	2.46171E-08	6.90363E-08	3.19978E-07	4.15154E-07	3.98146E-08	1.38597E-07
K04227	4.08039E-07	1.41862E-06	7.73521E-08	5.02885E-07	9.1117E-08	7.81951E-07	1.31954E-07
K04228	1.32677E-07	1.16381E-07	9.15249E-08	1.07932E-06	1.22721E-07	5.26227E-07	4.49151E-10
K04229	3.04439E-08	1.50651E-08	2.82774E-10	3.44375E-08	7.93878E-09	2.79584E-08	0
K04230	1.73783E-07	7.7176E-07	8.3903E-08	1.47275E-07	6.25211E-08	2.40222E-07	1.31945E-08
K04231	1.12334E-07	4.26585E-07	5.58088E-08	2.55578E-07	1.95512E-07	1.0059E-07	1.41334E-08
K04232	2.5954E-06	2.13278E-06	6.14437E-07	4.03732E-06	1.47282E-06	2.96811E-06	2.14781E-07
K04233	3.87967E-07	2.71403E-06	2.60724E-08	1.33439E-08	5.26146E-08	1.06705E-07	9.84302E-08
K04234	1.10948E-08	1.13268E-08	4.23221E-09	2.09096E-08	2.71627E-09	5.01451E-09	2.44186E-09
K04235	0	0	2.1501E-08	2.1498E-10	1.14973E-09	1.04291E-06	0
K04236	0	4.50279E-07	6.62226E-08	1.75755E-08	6.43713E-09	1.19971E-08	5.45877E-08
K04237	1.51385E-06	2.59763E-06	7.87343E-07	4.50984E-06	9.696E-07	1.35551E-06	1.83694E-07
K04238	1.11253E-07	4.26925E-07	1.24102E-08	1.85437E-07	2.6936E-09	5.69898E-09	4.3906E-11
K04239	1.77105E-07	5.28084E-07	0	1.59563E-08	4.46562E-09	1.3041E-08	0
K04240	4.5259E-07	3.15355E-07	6.40557E-08	3.11101E-07	1.12109E-07	1.95638E-07	7.75028E-09
K04241	8.56839E-08	5.21868E-09	2.26823E-07	1.54583E-06	7.4084E-08	1.35943E-07	0
K04242	0	6.87317E-09	8.76671E-08	1.02816E-07	3.06465E-08	1.82767E-07	6.33867E-10
K04243	8.86312E-08	1.97377E-07	2.06684E-07	1.23233E-06	2.6871E-07	1.91994E-07	2.63091E-07
K04244	3.2593E-07	3.27827E-07	2.14962E-07	8.50851E-07	5.93913E-07	6.26232E-07	3.95237E-07
K04245	0	6.0817E-08	1.1014E-08	1.84439E-08	6.22093E-09	1.53542E-08	0
K04246	1.13572E-07	0	5.27994E-09	1.91084E-08	1.14241E-08	5.21475E-09	0
K04247	2.08713E-07	6.46612E-07	1.11042E-08	8.42693E-09	1.06826E-07	6.55571E-09	0
K04248	1.51024E-06	7.39945E-07	2.50817E-07	2.16229E-06	3.07904E-07	3.65808E-07	6.46502E-08
K04249	1.25095E-07	5.32704E-07	1.8175E-09	2.79972E-08	8.20663E-09	4.60533E-08	2.06289E-11
K04250	1.47903E-07	0	9.83479E-09	3.49921E-09	2.60304E-09	2.13196E-09	0
K04251	0	1.37256E-08	1.01808E-07	8.71411E-07	3.45375E-08	2.90613E-08	0
K04252	5.04016E-08	7.02954E-11	1.22101E-08	5.97461E-09	1.20702E-07	6.82335E-08	5.28617E-09
K04253	0	7.70724E-08	9.58883E-09	2.37856E-09	1.26699E-09	1.20892E-08	0
K04254	0	0	2.28912E-09	2.35991E-09	5.48332E-09	4.71687E-09	0
K04255	1.21841E-07	8.72553E-08	1.12512E-07	3.18655E-07	4.93426E-08	1.04137E-07	9.97697E-09
K04256	2.27041E-07	1.01808E-07	3.48127E-08	1.34398E-07	7.33264E-08	9.29202E-08	6.28982E-08
K04257	0.000108311	1.65452E-05	1.10859E-05	9.59668E-06	8.50188E-06	1.86044E-05	2.01669E-05
K04258	1.13146E-07	3.76915E-07	4.27395E-07	2.28456E-06	2.89036E-07	6.55617E-07	1.17924E-07
K04259	2.79203E-08	8.55663E-08	6.69751E-08	3.57895E-07	5.57839E-08	9.64762E-08	6.28733E-11
K04260	7.76995E-08	6.59542E-08	4.29031E-07	3.40698E-07	7.84615E-07	2.62839E-08	0
K04261	4.58454E-07	1.96796E-08	4.25257E-08	9.59172E-08	1.23956E-08	2.25636E-08	2.80916E-07
K04262	0	2.38291E-08	1.15152E-07	1.18902E-09	2.50185E-09	5.60209E-09	0
K04263	5.43837E-08	7.27046E-10	9.47613E-08	2.96006E-07	9.69724E-08	2.76358E-08	2.05862E-07
K04264	8.3281E-08	1.44518E-08	3.61219E-08	1.02654E-07	4.25625E-08	2.97772E-08	1.87956E-08
K04265	0	9.02835E-08	4.64795E-08	2.36677E-08	5.99071E-09	2.37465E-09	0
K04266	4.25361E-09	2.96364E-07	1.10703E-08	4.50201E-08	2.24425E-08	2.3221E-08	6.0742E-10
K04267	4.73323E-08	3.52842E-07	3.35094E-08	9.51417E-08	2.43106E-08	2.50582E-07	0
K04268	0	4.92563E-09	1.12199E-08	2.06015E-07	6.7176E-08	2.49733E-09	0
K04269	0	1.82279E-08	2.0185E-08	2.61557E-07	1.1324E-08	4.43218E-09	2.84878E-08
K04270	0	1.83161E-09	4.15223E-08	1.29765E-07	2.26995E-09	2.81294E-08	0
K04271	0	1.21619E-08	5.00219E-08	3.97652E-07	3.93188E-08	4.1267E-08	3.06417E-08
K04272	1.03983E-08	1.39376E-09	7.8301E-09	7.71076E-08	1.10008E-08	1.95279E-08	0
K04273	5.17783E-08	3.94857E-08	4.83037E-09	5.42352E-09	2.08924E-09	4.39934E-08	0
K04274	9.75714E-08	2.82195E-09	5.08058E-09	2.88184E-08	9.19333E-09	8.57069E-08	8.17243E-08
K04275	0	0	3.64207E-09	4.16949E-09	2.22554E-09	2.60255E-08	1.14498E-07
K04276	1.13841E-08	0	4.67825E-09	1.3338E-07	1.97085E-08	1.11179E-07	0
K04277	0	1.59992E-09	1.08034E-09	2.90381E-09	1.32146E-09	1.19196E-09	7.7629E-09
K04278	1.90124E-08	0	5.37692E-08	1.59966E-08	1.92499E-09	6.7962E-08	1.88084E-08
K04279	4.54707E-08	2.60516E-08	1.218E-08	6.06883E-08	1.34047E-08	4.44119E-08	9.50374E-09
K04280	4.51125E-07	1.82457E-07	9.43012E-08	3.64113E-07	1.14077E-07	5.36081E-07	1.3695E-08
K04281	5.97664E-08	3.8231E-08	3.8444E-08	2.77943E-07	4.49471E-08	1.30175E-07	9.1115E-11
K04282	1.62761E-07	2.69779E-06	2.7641E-08	9.76187E-08	4.58118E-08	8.3145E-08	6.79488E-09
K04283	2.34946E-09	5.58685E-09	7.93557E-09	4.04661E-08	7.01523E-09	5.41885E-09	5.46082E-11
K04284	1.93425E-08	5.70642E-07	7.35192E-10	6.63526E-09	2.92241E-09	7.9408E-09	3.3227E-08
K04285	1.29838E-07	1.18189E-08	5.74506E-08	2.50609E-07	8.60932E-09	1.48807E-08	4.36543E-08
K04286	7.58991E-08	2.97572E-08	5.99833E-07	9.6498E-07	1.44841E-07	1.15743E-07	0
K04287	3.39135E-08	1.95377E-08	3.25611E-08	2.33525E-07	2.66517E-08	4.73743E-08	0
K04288	5.15475E-07	6.06219E-08	1.10975E-08	8.17934E-09	3.25623E-09	1.57978E-08	2.08515E-07
K04289	0	0	6.91263E-10	1.41533E-09	0	2.18783E-09	5.00888E-09
K04290	0	3.41934E-09	2.90464E-09	7.30081E-08	3.12746E-09	1.20925E-08	3.21986E-09
K04291	0	2.28448E-08	7.21962E-09	2.64782E-08	3.70383E-09	1.39845E-08	0
K04292	4.97778E-11	2.76826E-09	6.88697E-09	4.99559E-08	3.41333E-08	1.46389E-08	5.9495E-09
K04293	3.58616E-07	3.70313E-07	0	2.10311E-08	9.41551E-09	1.33262E-07	0
K04294	0	0	2.89655E-07	6.24487E-09	2.26853E-09	2.66145E-09	0
K04295	8.79052E-09	5.78519E-08	2.8911E-08	2.55831E-07	4.29655E-08	2.48943E-07	0
K04296	3.48641E-08	1.07727E-07	2.75462E-08	3.39057E-07	5.26568E-08	2.30999E-07	0
K04297	1.30056E-07	3.71952E-08	1.75378E-08	2.64922E-07	2.06077E-08	1.13532E-07	0
K04298	2.06555E-07	1.32508E-09	7.2596E-10	2.11605E-08	5.14469E-09	4.92256E-09	0
K04299	0	0	2.80743E-08	4.10492E-08	2.87485E-08	2.01339E-08	0
K04300	1.64261E-07	1.84703E-08	8.44381E-09	3.12259E-08	2.5108E-08	1.55339E-07	1.30992E-09
K04301	4.1832E-08	6.72581E-08	7.94266E-09	1.0696E-06	1.32606E-08	7.73304E-08	2.58943E-07
K04302	1.71774E-11	2.094E-09	4.85247E-09	2.29627E-08	1.26633E-08	4.62876E-09	2.86412E-08
K04303	5.02254E-08	5.30843E-09	3.6667E-08	3.1107E-09	4.47857E-09	2.68981E-09	7.13607E-08
K04304	5.74302E-10	1.15528E-09	1.47178E-08	1.18008E-08	1.25136E-09	7.01397E-08	1.33879E-09
K04305	0	0	1.81234E-09	6.86989E-08	2.72881E-09	3.09842E-09	7.26662E-08
K04306	4.30939E-07	1.95303E-06	1.62595E-08	1.2875E-08	1.24968E-08	7.54058E-09	8.52264E-07
K04307	3.80333E-07	8.79119E-07	4.36273E-09	1.41888E-08	8.22231E-09	4.41139E-08	0
K04308	0	1.10001E-07	5.19269E-09	4.81063E-08	6.70683E-09	2.59619E-08	0
K04309	1.24265E-07	7.73403E-08	2.14733E-08	1.63022E-07	4.49787E-08	1.35208E-07	4.52863E-08
K04310	2.0314E-08	3.67535E-07	6.73506E-09	3.5744E-08	7.67445E-09	1.48341E-08	7.15191E-08
K04311	3.21701E-08	1.54548E-08	1.28475E-08	3.8268E-08	1.27122E-08	1.65099E-08	0
K04312	0	0	2.92792E-09	2.61694E-10	1.21826E-09	1.20547E-09	0
K04313	1.8069E-07	8.85835E-08	1.40656E-07	6.87993E-07	1.59942E-07	2.0775E-07	7.26201E-11
K04314	4.51628E-07	1.8873E-07	7.85642E-09	7.22376E-08	8.59371E-09	1.25225E-07	0
K04315	0	4.01334E-12	3.70627E-09	6.89821E-09	7.63706E-09	1.78944E-07	0
K04316	1.69756E-08	2.83345E-09	2.40839E-08	1.03854E-08	1.34318E-07	4.01052E-09	3.13863E-08
K04317	1.89123E-07	1.76506E-08	2.48948E-08	1.66804E-07	1.25826E-08	4.05627E-07	0
K04318	3.81373E-08	0	6.44989E-09	4.98424E-09	5.02312E-09	1.18562E-08	0
K04319	2.69992E-08	0	1.57761E-09	1.95873E-10	3.39639E-10	8.41541E-10	0
K04320	1.75872E-07	1.54513E-07	1.97676E-08	9.07194E-08	1.19814E-08	1.53383E-08	8.47205E-08
K04321	6.58108E-08	3.39257E-09	0	7.5915E-09	5.38936E-09	5.92302E-08	0
K04322	1.54457E-07	1.937E-07	1.76294E-08	5.18458E-08	5.31243E-09	9.73377E-09	1.55302E-08
K04323	0	1.72592E-09	1.23873E-08	3.28534E-08	4.39477E-08	1.09814E-08	5.18362E-10
K04324	2.16262E-07	0	0	9.02301E-10	6.16133E-10	0	0
K04325	7.36199E-08	8.66204E-08	9.90564E-09	1.67814E-08	1.11574E-09	1.58144E-09	0
K04326	6.86574E-08	0	3.9937E-09	1.11073E-08	7.27351E-09	1.73483E-08	0
K04328	0	0	3.01245E-08	4.01586E-08	5.83915E-08	6.43458E-08	5.07978E-08
K04332	5.98386E-08	4.39551E-08	3.20866E-08	3.44199E-07	2.89252E-08	4.13709E-08	0
K04333	4.10724E-06	8.25473E-07	3.56195E-06	4.87925E-07	7.05058E-08	1.69138E-06	1.13404E-07
K04334	3.5349E-07	1.11343E-08	7.88579E-08	5.96201E-08	7.47508E-08	6.16898E-07	0
K04335	1.06941E-06	4.39139E-07	4.71355E-08	2.81144E-08	2.99724E-08	4.7558E-07	0
K04336	4.73832E-08	0	1.6535E-08	1.97462E-07	3.69939E-09	4.87047E-07	0
K04337	2.44244E-06	2.84748E-07	9.37684E-08	3.89955E-08	1.15305E-08	4.16194E-07	0
K04338	9.8582E-07	3.89867E-08	2.71627E-07	6.43476E-09	1.86237E-09	1.20773E-06	3.71624E-09
K04339	0	0	0	2.37276E-09	2.64611E-10	2.94084E-10	3.25639E-09
K04340	1.46555E-07	3.42551E-07	1.16603E-08	6.47425E-08	6.17422E-08	5.1301E-15	8.92623E-09
K04341	0	0	0	2.72494E-10	1.57355E-10	7.39095E-10	0
K04342	1.43709E-13	8.46878E-09	7.29011E-09	2.272E-08	4.25898E-09	1.81563E-07	4.68099E-10
K04343	7.55869E-08	1.86218E-09	1.38495E-07	1.28786E-06	8.02248E-08	3.85351E-08	0
K04344	1.24508E-06	1.34905E-06	3.87959E-07	2.54756E-06	3.09366E-07	5.66084E-07	1.66916E-07
K04345	2.8306E-05	3.38781E-05	2.7521E-06	8.4426E-06	3.27624E-06	3.51601E-06	2.50025E-06
K04346	2.31985E-08	2.99718E-08	8.96296E-09	9.53728E-09	3.93327E-08	3.7444E-09	1.69801E-08
K04347	0	5.28485E-07	0	0	0	0	0
K04348	3.42951E-05	4.014E-05	1.08481E-06	5.416E-06	1.79991E-06	1.05365E-06	1.98551E-06
K04349	7.1139E-07	1.72671E-06	1.79478E-08	8.6017E-08	9.71288E-08	3.25136E-08	4.50393E-08
K04350	4.12676E-07	2.112E-07	1.95876E-07	7.83085E-07	3.87258E-07	1.40712E-07	1.74612E-08
K04351	2.22512E-06	2.51748E-06	1.06981E-07	1.17559E-07	3.96223E-07	8.12351E-07	9.97893E-08
K04352	5.86766E-07	2.35324E-06	1.74141E-07	5.00945E-07	1.55486E-07	3.48028E-07	7.65103E-08
K04353	1.85908E-07	2.57113E-06	2.20492E-09	2.0786E-08	1.86015E-09	2.41966E-09	6.06734E-08
K04354	3.53199E-05	4.08469E-05	8.00867E-07	1.51933E-06	6.13893E-07	9.48121E-07	2.06138E-06
K04355	3.1542E-07	1.34951E-06	2.65636E-07	1.38486E-06	6.4895E-07	6.61162E-07	3.01796E-09
K04356	5.36473E-08	0	2.69584E-08	2.02569E-08	1.92929E-07	2.38966E-08	0
K04357	8.4259E-07	9.41209E-07	1.16119E-08	7.34664E-08	1.90431E-08	6.52364E-08	1.32197E-08
K04358	3.7304E-05	1.53913E-06	3.78691E-06	1.01017E-05	1.76625E-06	2.73657E-06	1.86623E-05
K04359	1.09939E-06	1.32888E-06	3.5217E-07	5.52326E-06	5.50261E-07	3.06105E-07	2.01165E-07
K04360	1.43453E-07	5.51733E-07	1.63378E-08	4.36069E-08	1.03142E-07	4.52982E-07	3.34636E-10
K04361	6.0665E-07	3.56772E-06	5.88449E-08	2.14519E-07	8.93331E-08	2.27982E-07	5.12943E-08
K04362	1.83075E-07	1.39657E-06	1.77831E-08	3.3557E-08	5.41202E-09	4.47215E-08	2.21809E-08
K04363	1.44968E-07	3.11366E-07	1.60584E-08	7.38045E-08	1.57172E-08	1.64429E-08	5.79291E-08
K04364	2.83703E-06	9.80995E-06	3.65002E-08	2.42103E-08	3.24586E-09	7.17865E-08	1.49032E-07
K04365	7.25375E-07	2.21302E-06	7.72679E-08	5.22438E-07	9.99239E-08	5.55681E-07	1.00206E-07
K04366	5.13895E-07	5.54282E-07	1.69573E-08	1.94187E-07	2.27227E-09	8.11041E-08	5.0787E-08
K04367	2.97803E-06	7.6721E-06	3.54952E-07	1.42904E-06	9.59826E-08	3.75709E-07	7.39691E-08
K04368	1.03395E-05	1.51117E-05	1.62421E-07	3.50405E-07	3.00542E-07	6.37343E-07	1.28813E-06
K04369	2.71603E-06	2.65177E-06	6.75526E-07	4.18311E-06	9.86219E-07	3.71183E-07	1.38702E-07
K04370	6.91436E-08	0	2.61814E-13	6.2411E-08	3.84489E-10	1.06655E-08	0
K04371	5.99748E-05	7.94607E-05	8.5367E-07	2.30156E-06	2.56509E-06	1.3533E-06	1.86071E-06
K04372	4.86109E-06	8.23255E-06	4.69569E-07	3.27608E-06	4.92043E-07	3.6129E-07	1.37308E-07
